Speed (mm/s),Flowrate (Hz),deposition_ratio,total_print_deviation
99.54638902858886,35.23115205186264,0.34942257971437785,6.3003
100.05735643659516,34.9465485153664,0.34613614667933906,15.28
135.0,35.8,0.27999999999999997,14.727147741935495
105.0,37.4,0.3733333333333333,13.717843225806451
100.0,31.0,0.31,9.624799999999992
124.58793582253348,31.103044664027824,0.2493238390623348,19.511100000000013
124.26581228961798,38.88182566907378,0.3147279578967471,5.560400000000001
125.89227091309976,30.81290263288973,0.2502474240801742,7.172400000000003
100.79021116169801,35.134489367754156,0.3488547272134912,14.3793
100.64394358570655,38.99311216776646,0.39616700192749765,5.4024
124.82636097213862,38.840159780221526,0.30941069922802666,17.799300000000002
100.0,39.0,0.39,10.829800000000006
100.97574028769728,34.882099120509,0.34831966245808316,7.603999999999999
75.0,35.0,0.4666666666666667,19.7808
125.0,39.0,0.312,5.560400000000001
148.2419854403894,35.103437166348556,0.2274263797923876,15.51270000000001
101.8183349586616,38.990961728282365,0.38350143529865294,5.4024
100.0,35.0,0.35,15.254199999999996
74.57402386700038,35.05497393964286,0.47414732046975844,18.956000000000003
125.0,31.0,0.248,5.992999999999995
105.0,34.2,0.32666666666666666,13.492899999999986
126.57802815995879,39.02654650241745,0.31523521090928225,5.560400000000001
75.67717415395822,34.87492573755828,0.4734249900989547,18.29520000000001
100.0,35.0,0.35,15.28
105.0,35.8,0.3733333333333333,15.952507741935491
101.44453337879372,35.02232661409714,0.3481242281091095,12.51060000000001
100.13653338679812,34.97471038110472,0.35259018262299585,15.203199999999995
100.0,35.0,0.35,12.51060000000001
100.0,35.0,0.35,6.3003
74.39463171347005,34.87029444556072,0.4635012997711328,18.956000000000003
99.67643830403192,35.142585101829646,0.35305810524431325,15.254199999999996
100.0,35.0,0.35,24.5867
125.81554241358307,31.166734039426476,0.2494333827218076,7.172400000000003
124.34955806279675,39.03958229560092,0.310162676942673,17.799300000000002
100.5258912053843,39.096106163272225,0.39474752018389353,5.4024
75.1736774537757,34.95336932403196,0.46053377094679504,18.729000000000013
100.493882790616,35.035932120727665,0.3441459393446659,14.803600000000005
101.07880212943012,39.06438711842562,0.38663522170811704,10.829800000000006
75.94464219914737,35.138908614870566,0.4708354132379977,21.3352
125.94589225997998,31.054006478112733,0.25328414684831513,19.511100000000013
123.7256195136526,31.101807495358685,0.24721570792954292,17.6284
99.35514190456738,34.827699664487795,0.3515493432734939,13.510599999999997
74.25430290284973,34.9404495328581,0.4684519858232667,18.29520000000001
124.79531866727557,38.98603236784136,0.3123512520242309,17.606700000000018
77.21756765936985,35.04359794340447,0.4670980734080096,18.29520000000001
99.1842076137534,39.05243374064585,0.38642686280721383,8.529799999999994
102.43372941354747,30.748962039156137,0.312853334632348,10.547700000000006
99.50449357005047,34.94357632557587,0.347342867247977,15.28
100.30583602077387,31.007562557471815,0.3114233322646395,9.624799999999992
150.19249442381937,35.14157850812995,0.2306684373039102,15.412200000000013
75.22165292872405,35.03017413150966,0.46355030457569907,21.3352
150.0,35.0,0.2333333333333333,15.176800000000014
100.0,35.0,0.35,14.0736
100.55277596592167,35.04859842152465,0.3551964752794887,13.456899999999996
126.68762374031454,38.98060907577069,0.30997919531251417,5.560400000000001
100.0,39.0,0.39,11.92840000000001
100.0,35.0,0.35,15.547100000000016
125.0,39.0,0.312,6.814599999999999
101.61809455121687,35.20378500990159,0.34534375511447785,11.6413
100.0,35.0,0.35,9.9572
125.0,39.0,0.312,6.448499999999996
75.0,35.0,0.4666666666666667,11.892200000000004
99.16960916636216,34.91118763416293,0.3520626065637727,9.9572
100.0,35.0,0.35,11.6413
99.84633923845891,35.03433720690479,0.3473679066466599,14.433700000000002
151.4210758212836,35.078627498056726,0.23575541118597662,15.41070000000002
99.92676198794578,31.060830823858993,0.3146439211580562,9.624799999999992
125.0,31.0,0.248,7.172400000000003
98.25838596500967,34.78692449990831,0.3390413323917389,15.025799999999997
101.9270083409637,39.029128760753096,0.3913250108355864,5.082999999999998
124.69068387600863,38.99408752621066,0.3144485079180089,5.560400000000001
100.0,39.0,0.39,11.078399999999988
100.0,31.0,0.31,10.283999999999992
125.0,39.0,0.312,17.606700000000018
100.0,39.0,0.39,11.728399999999992
150.0,35.0,0.2333333333333333,15.51270000000001
100.39387835654227,34.86301003897012,0.34500680550077656,14.87360000000001
125.10022812172927,31.1762303198806,0.24648352498677048,5.992999999999995
101.6714914653468,39.055053342801536,0.39207677149257847,5.082999999999998
100.0,35.0,0.35,13.456899999999996
125.41431859443927,31.190001894667176,0.24281575087201673,19.511100000000013
99.3255454350125,34.99437571194205,0.34926809215931076,10.4283
100.07884335748699,35.00016958307721,0.3514774953352979,6.3003
150.0,35.0,0.2333333333333333,15.41070000000002
98.80935589011727,39.05514154959317,0.3999299523610315,11.728399999999992
100.93128408432642,30.891276258290933,0.31293016024515863,10.547700000000006
99.5560550641874,35.146149024209116,0.34838253172108746,11.6413
100.0,35.0,0.35,14.87360000000001
125.02186172764438,39.04169856763716,0.3125730317370698,5.560400000000001
149.7839806727523,34.85129179736079,0.23002398915691166,15.17070000000001
127.24977045659324,30.760498928500038,0.2451178393331675,17.6284
75.0,35.0,0.4666666666666667,18.956000000000003
124.42998549519989,39.03607304514741,0.3095524872119918,17.606700000000018
100.0,35.0,0.35,3.7309999999999945
75.08294542418575,34.984692075650166,0.47146106706251606,18.777200000000008
98.67701365124577,34.80807614759814,0.35125922417857947,3.7309999999999945
99.69338851770631,39.052275065930424,0.3903378773402736,5.082999999999998
74.218304165215,34.78091024976431,0.4625821906322548,18.956000000000003
148.02113860310806,35.03360219655051,0.23270846732786385,15.176800000000014
150.3282056049219,35.024299829710856,0.22807561129767162,15.176800000000014
125.0,39.0,0.312,17.799300000000002
98.4393710653302,39.05923382041959,0.39365998617250014,10.829800000000006
100.0,39.0,0.39,8.529799999999994
100.0,35.0,0.35,15.281300000000002
76.81014380501477,35.006310804773996,0.4664036998361631,21.778800000000004
148.903533614004,34.84689973153136,0.24177811809081576,15.230800000000002
125.0,31.0,0.248,17.6284
75.0,35.0,0.4666666666666667,21.778800000000004
90.0,35.8,0.42000000000000004,16.565187741935496
148.43179415911894,35.01529935324831,0.2284508985570973,15.230800000000002
75.0,35.0,0.4666666666666667,19.32589999999999
100.0,35.0,0.35,14.3793
101.53140518010608,34.89984215528241,0.34872704147580635,10.4283
105.0,32.6,0.32666666666666666,16.886001951219516
99.19873910126971,35.075944614423086,0.3480685199910695,3.7309999999999945
75.0,35.0,0.4666666666666667,18.777200000000008
125.0,31.0,0.248,19.511100000000013
99.57585768617774,31.186465402041936,0.30956279345150284,10.283999999999992
100.06887388433107,34.9318263060954,0.33914880399229586,13.593800000000002
100.19947856286738,35.03202205141231,0.3544909415855038,13.510599999999997
100.19451438265382,39.18242344053492,0.39006814075968305,5.082999999999998
151.46900784946212,35.05441766756406,0.23858680659156598,15.230800000000002
75.0,35.0,0.4666666666666667,19.0778
100.0,39.0,0.39,5.082999999999998
99.60179628258261,34.952364212671064,0.3517342583656414,14.236199999999997
98.63584624739052,38.94827273284501,0.3905961360050219,11.078399999999988
101.2101026262657,34.94496005415482,0.3509577847966338,14.433700000000002
75.0,35.0,0.4666666666666667,18.29520000000001
74.97650354703676,34.97728489407085,0.4702666463709101,17.828699999999998
101.07962325797848,35.15467546982143,0.3469130935182486,10.4283
72.564920595334,34.993945499172426,0.467615076456409,18.777200000000008
98.1630874713959,38.95710648367756,0.39007668903601456,10.829800000000006
125.0,31.0,0.248,7.232900000000001
150.0,35.0,0.2333333333333333,15.412200000000013
124.58368152143771,39.02107864902494,0.31145014112907393,6.448499999999996
150.0,35.0,0.2333333333333333,15.011800000000008
100.18494202154409,35.07731399487712,0.35369672080537934,15.281300000000002
100.0,35.0,0.35,15.203199999999995
73.23224703106638,35.05031606818911,0.4626998416347122,11.892200000000004
151.25726157347404,34.94019488912345,0.2353114322936239,15.17070000000001
99.6694828085902,35.000062615174095,0.35163995096450473,14.87360000000001
